ID,X,Y,Width,Height,Color1R,Color1G,Color1B,Color1A,Color2R,Color2G,Color2B,Color2A,Alpha,Ligne,Colonne,MilieuX,MilieuY,PlateauID,PlateauNbreLigne,PlateauNbreColonne,ClearBgR,ClearBgG,ClearBgB,ClearBgA
41,140,540,100,100,187,221,205,255,0,0,0,0,6,2,190,590,1,8,8,130,130,130,255
42,240,540,100,100,0,0,0,255,0,0,0,0,6,3,290,590,1,8,8,130,130,130,255
43,340,540,100,100,187,221,205,255,0,0,0,0,6,4,390,590,1,8,8,130,130,130,255
44,440,540,100,100,0,0,0,255,0,0,0,0,6,5,490,590,1,8,8,130,130,130,255
45,540,540,100,100,187,221,205,255,0,0,0,0,6,6,590,590,1,8,8,130,130,130,255
46,640,540,100,100,0,0,0,255,0,0,0,0,6,7,690,590,1,8,8,130,130,130,255
47,740,540,100,100,187,221,205,255,0,0,0,0,6,8,790,590,1,8,8,130,130,130,255
48,40,640,100,100,187,221,205,255,0,0,0,0,7,1,90,690,1,8,8,130,130,130,255
49,140,640,100,100,0,0,0,255,0,0,0,0,7,2,190,690,1,8,8,130,130,130,255
50,240,640,100,100,187,221,205,255,0,0,0,0,7,3,290,690,1,8,8,130,130,130,255
51,340,640,100,100,0,0,0,255,0,0,0,0,7,4,390,690,1,8,8,130,130,130,255
52,440,640,100,100,187,221,205,255,0,0,0,0,7,5,490,690,1,8,8,130,130,130,255
53,540,640,100,100,0,0,0,255,0,0,0,0,7,6,590,690,1,8,8,130,130,130,255
54,640,640,100,100,187,221,205,255,0,0,0,0,7,7,690,690,1,8,8,130,130,130,255
55,740,640,100,100,0,0,0,255,0,0,0,0,7,8,790,690,1,8,8,130,130,130,255
56,40,740,100,100,0,0,0,255,0,0,0,0,8,1,90,790,1,8,8,130,130,130,255
57,140,740,100,100,187,221,205,255,0,0,0,0,8,2,190,790,1,8,8,130,130,130,255
58,240,740,100,100,0,0,0,255,0,0,0,0,8,3,290,790,1,8,8,130,130,130,255
59,340,740,100,100,187,221,205,255,0,0,0,0,8,4,390,790,1,8,8,130,130,130,255
60,440,740,100,100,0,0,0,255,0,0,0,0,8,5,490,790,1,8,8,130,130,130,255
61,540,740,100,100,187,221,205,255,0,0,0,0,8,6,590,790,1,8,8,130,130,130,255
62,640,740,100,100,0,0,0,255,0,0,0,0,8,7,690,790,1,8,8,130,130,130,255
63,740,740,100,100,187,221,205,255,0,0,0,0,8,8,790,790,1,8,8,130,130,130,255
